FILE,CLASS,BMT,REPLICATE,DATA SET,CLASS2,C LEVEL,M LEVEL,VERTICES,CONNECTED EDGES,WEDGE COUNT,CLAW COUNT,MAX DEGREE
PLB10,PL,B10,10,Cross-validation,B,125,125,834,2840,10,487,5
PLB1,PL,B1,1,Training,B,175,70,575,1957,9,332,5
PLB2,PL,B2,2,Training,B,175,70,765,2643,7,414,5
PLB3,PL,B3,3,Training,B,175,70,113,379,5,63,4
PLB4,PL,B4,4,Training,B,175,70,344,1176,5,194,5
PLB5,PL,B5,5,Training,B,175,70,116,395,6,58,5
PLB6,PL,B6,6,Training,B,175,70,161,543,3,98,5
PLB7,PL,B7,7,Validation,B,175,70,370,1260,7,211,5
PLB8,PL,B8,8,Validation,B,175,70,306,1080,4,165,5
PLB9,PL,B9,9,Validation,B,175,70,377,1284,15,201,5
PLB10,PL,B10,10,Cross-validation,B,175,70,492,1669,9,283,5
PLB1,PL,B1,1,Training,B,175,100,582,1972,9,345,5
PLB2,PL,B2,2,Training,B,175,100,705,2431,5,389,5
PLB3,PL,B3,3,Training,B,175,100,113,379,5,63,4
PLB4,PL,B4,4,Training,B,175,100,362,1244,4,203,5
PLB5,PL,B5,5,Training,B,175,100,116,395,6,58,5
PLB6,PL,B6,6,Training,B,175,100,161,543,3,98,5
PLB7,PL,B7,7,Validation,B,175,100,378,1287,7,215,5
PLB8,PL,B8,8,Validation,B,175,100,251,855,2,152,5
PLB9,PL,B9,9,Validation,B,175,100,343,1185,6,180,5
PLB10,PL,B10,10,Cross-validation,B,175,100,491,1666,9,282,5
PLB1,PL,B1,1,Training,B,175,125,573,1960,7,325,5
PLB2,PL,B2,2,Training,B,175,125,592,2036,5,330,5
PLB3,PL,B3,3,Training,B,175,125,151,508,4,88,4
PLB4,PL,B4,4,Training,B,175,125,361,1243,7,194,5
PLB5,PL,B5,5,Training,B,175,125,149,513,5,76,5
PLB6,PL,B6,6,Training,B,175,125,174,589,5,100,5
PLB7,PL,B7,7,Validation,B,175,125,364,1243,7,204,5
PLB8,PL,B8,8,Validation,B,175,125,241,833,3,133,5
PLB9,PL,B9,9,Validation,B,175,125,293,1009,6,153,5
PLB10,PL,B10,10,Cross-validation,B,175,125,495,1683,9,283,5
PLM1,PL,M1,1,Training,M,90,70,1132,3899,6,633,5
PLM2,PL,M2,2,Training,M,90,70,942,3248,15,507,5
PLM3,PL,M3,3,Training,M,90,70,1979,6874,9,1060,5
PLM4,PL,M4,4,Training,M,90,70,2148,7418,17,1181,5
PLM5,PL,M5,5,Training,M,90,70,1916,6698,11,983,5
PLM6,PL,M6,6,Training,M,90,70,1054,3653,4,576,5
PLM7,PL,M7,7,Validation,M,90,70,717,2459,10,398,5
PLM8,PL,M8,8,Validation,M,90,70,790,2711,5,454,5
PLM9,PL,M9,9,Validation,M,90,70,1142,3929,12,636,5
PLM10,PL,M10,10,Cross-validation,M,90,70,827,2818,15,470,5
PLM1,PL,M1,1,Training,M,90,100,1099,3775,6,623,5
PLM2,PL,M2,2,Training,M,90,100,906,3123,14,491,5
PLM3,PL,M3,3,Training,M,90,100,2001,6961,8,1065,5
PLM4,PL,M4,4,Training,M,90,100,2014,6964,16,1104,5
PLM5,PL,M5,5,Training,M,90,100,1889,6593,11,977,5
PLM6,PL,M6,6,Training,M,90,100,1008,3499,5,544,5
PLM7,PL,M7,7,Validation,M,90,100,738,2552,8,392,5
PLM8,PL,M8,8,Validation,M,90,100,797,2732,5,461,5
PLM9,PL,M9,9,Validation,M,90,100,1140,3921,11,639,5
PLM10,PL,M10,10,Cross-validation,M,90,100,827,2818,15,470,5
PLM1,PL,M1,1,Training,M,90,125,1014,3505,6,555,5
PLM2,PL,M2,2,Training,M,90,125,829,2856,14,447,5
PLM3,PL,M3,3,Training,M,90,125,1922,6680,8,1026,5
PLM4,PL,M4,4,Training,M,90,125,1516,5230,14,840,5
PLM5,PL,M5,5,Training,M,90,125,1563,5419,11,840,5
PLM6,PL,M6,6,Training,M,90,125,806,2780,6,449,5
PLM7,PL,M7,7,Validation,M,90,125,704,2421,9,384,5
PLM8,PL,M8,8,Validation,M,90,125,722,2487,3,410,5
PLM9,PL,M9,9,Validation,M,90,125,1124,3869,11,627,5
PLM10,PL,M10,10,Cross-validation,M,90,125,825,2824,11,463,5
PLM1,PL,M1,1,Training,M,125,70,657,2264,4,364,5
PLM2,PL,M2,2,Training,M,125,70,590,2036,9,319,5
PLM3,PL,M3,3,Training,M,125,70,1252,4287,17,703,5
PLM4,PL,M4,4,Training,M,125,70,1444,4950,19,812,5
PLM5,PL,M5,5,Training,M,125,70,1247,4334,17,640,5
PLM6,PL,M6,6,Training,M,125,70,740,2540,3,425,5
PLM7,PL,M7,7,Validation,M,125,70,380,1301,5,211,5
PLM8,PL,M8,8,Validation,M,125,70,491,1674,4,287,5
PLM9,PL,M9,9,Validation,M,125,70,696,2359,11,411,5
PLM10,PL,M10,10,Cross-validation,M,125,70,497,1691,8,284,5
PLM1,PL,M1,1,Training,M,125,100,620,2120,5,357,5
PLM2,PL,M2,2,Training,M,125,100,552,1901,8,304,5
PLM3,PL,M3,3,Training,M,125,100,1269,4342,16,717,5
PLM4,PL,M4,4,Training,M,125,100,1341,4612,14,747,5
PLM5,PL,M5,5,Training,M,125,100,1220,4224,16,641,5
PLM6,PL,M6,6,Training,M,125,100,714,2460,4,400,5
PLM7,PL,M7,7,Validation,M,125,100,410,1421,5,211,5
PLM8,PL,M8,8,Validation,M,125,100,496,1689,4,292,5
PLM9,PL,M9,9,Validation,M,125,100,2084,7146,71,1157,5
PLM10,PL,M10,10,Cross-validation,M,125,100,497,1691,8,284,5
PLM1,PL,M1,1,Training,M,125,125,540,1860,5,299,5
PLM2,PL,M2,2,Training,M,125,125,474,1630,8,260,5
PLM3,PL,M3,3,Training,M,125,125,1215,4178,13,674,5
PLM4,PL,M4,4,Training,M,125,125,1039,3608,6,559,5
PLM5,PL,M5,5,Training,M,125,125,941,3223,19,520,5
PLM6,PL,M6,6,Training,M,125,125,518,1775,4,298,5
PLM7,PL,M7,7,Validation,M,125,125,378,1302,5,204,5
PLM8,PL,M8,8,Validation,M,125,125,433,1477,2,255,5
PLM9,PL,M9,9,Validation,M,125,125,694,2359,9,407,5
PLM10,PL,M10,10,Cross-validation,M,125,125,509,1744,4,287,5
PLM1,PL,M1,1,Training,M,175,70,342,1171,6,196,5
PLM2,PL,M2,2,Training,M,175,70,359,1249,1,193,5
PLM3,PL,M3,3,Training,M,175,70,614,2110,11,331,5
PLM4,PL,M4,4,Training,M,175,70,746,2534,12,433,5
PLM5,PL,M5,5,Training,M,175,70,617,2132,4,332,5
PLM6,PL,M6,6,Training,M,175,70,532,1807,1,327,5
PLM7,PL,M7,7,Validation,M,175,70,178,616,0,97,5
PLM8,PL,M8,8,Validation,M,175,70,262,892,5,149,5
PLM9,PL,M9,9,Validation,M,175,70,1042,3719,0,459,5
PLM10,PL,M10,10,Cross-validation,M,175,70,258,865,6,157,5
PLM1,PL,M1,1,Training,M,175,100,286,966,4,176,5
PLM2,PL,M2,2,Training,M,175,100,322,1115,1,178,5
PLM3,PL,M3,3,Training,M,175,100,632,2169,10,345,5
PLM4,PL,M4,4,Training,M,175,100,674,2301,12,382,5
PLM5,PL,M5,5,Training,M,175,100,689,2382,7,372,5
PLM6,PL,M6,6,Training,M,175,100,513,1758,2,300,5
PLM7,PL,M7,7,Validation,M,175,100,206,726,0,99,5
PLM8,PL,M8,8,Validation,M,175,100,271,926,5,152,5
PLM9,PL,M9,9,Validation,M,175,100,326,1089,8,204,5
PLM10,PL,M10,10,Cross-validation,M,175,100,313,1061,9,182,5
PLM1,PL,M1,1,Training,M,175,125,232,802,4,126,5
PLM2,PL,M2,2,Training,M,175,125,248,858,1,136,5
PLM3,PL,M3,3,Training,M,175,125,606,2082,9,331,5
PLM4,PL,M4,4,Training,M,175,125,694,2389,8,383,5
PLM5,PL,M5,5,Training,M,175,125,398,1366,8,214,5
PLM6,PL,M6,6,Training,M,175,125,380,1290,4,230,5
PLM7,PL,M7,7,Validation,M,175,125,164,568,0,91,5
PLM8,PL,M8,8,Validation,M,175,125,232,786,4,136,5
PLM9,PL,M9,9,Validation,M,175,125,416,1402,7,262,5
PLM10,PL,M10,10,Cross-validation,M,175,125,273,924,3,165,5
PLT1,PL,T1,1,Training,T,90,70,1223,4216,12,670,5
PLT2,PL,T2,2,Training,T,90,70,1054,3646,10,569,5
PLT3,PL,T3,3,Training,T,90,70,1975,6818,11,1115,5
PLT4,PL,T4,4,Training,T,90,70,1096,3795,11,593,5
PLT5,PL,T5,5,Training,T,90,70,1047,3607,8,583,5
PLT6,PL,T6,6,Training,T,90,70,1216,4183,8,690,5
PLT7,PL,T7,7,Validation,T,90,70,1360,4703,7,737,5
PLT8,PL,T8,8,Validation,T,90,70,1494,5218,11,765,5
PLT9,PL,T9,9,Validation,T,90,70,1046,3641,10,539,5
PLT10,PL,T10,10,Cross-validation,T,90,70,685,2330,6,405,5
PLT1,PL,T1,1,Training,T,90,100,1209,4174,13,654,5
PLT2,PL,T2,2,Training,T,90,100,1048,3631,11,557,5
PLT3,PL,T3,3,Training,T,90,100,1833,6333,11,1016,5
PLT4,PL,T4,4,Training,T,90,100,1102,3817,10,598,5
PLT5,PL,T5,5,Training,T,90,100,1008,3473,8,560,5
PLT6,PL,T6,6,Training,T,90,100,1212,4171,8,687,5
PLT7,PL,T7,7,Validation,T,90,100,1454,5021,7,803,5
PLT8,PL,T8,8,Validation,T,90,100,1494,5221,11,761,5
PLT9,PL,T9,9,Validation,T,90,100,1049,3650,11,540,5
PLT10,PL,T10,10,Cross-validation,T,90,100,692,2362,5,403,5
PLT1,PL,T1,1,Training,T,90,125,1066,3695,12,566,5
PLT2,PL,T2,2,Training,T,90,125,965,3349,10,505,5
PLT3,PL,T3,3,Training,T,90,125,1697,5872,11,926,5
PLT4,PL,T4,4,Training,T,90,125,967,3335,10,533,5
PLT5,PL,T5,5,Training,T,90,125,944,3243,10,536,5
PLT6,PL,T6,6,Training,T,90,125,1164,4002,7,667,5
PLT7,PL,T7,7,Validation,T,90,125,1326,4592,6,719,5
PLT8,PL,T8,8,Validation,T,90,125,1429,4966,14,752,5
PLT9,PL,T9,9,Validation,T,90,125,1044,3625,10,547,5
PLT10,PL,T10,10,Cross-validation,T,90,125,683,2333,4,399,5
PLT1,PL,T1,1,Training,T,125,70,784,2656,10,469,5
PLT2,PL,T2,2,Training,T,125,70,740,2560,7,400,5
PLT3,PL,T3,3,Training,T,125,70,1409,4834,12,806,5
PLT4,PL,T4,4,Training,T,125,70,658,2236,16,374,5
PLT5,PL,T5,5,Training,T,125,70,701,2422,3,390,5
PLT6,PL,T6,6,Training,T,125,70,763,2606,14,432,5
PLT7,PL,T7,7,Validation,T,125,70,954,3275,10,536,5
PLT8,PL,T8,8,Validation,T,125,70,888,3079,13,461,5
PLT9,PL,T9,9,Validation,T,125,70,727,2509,15,383,5
PLT10,PL,T10,10,Cross-validation,T,125,70,353,1182,9,214,5
PLT1,PL,T1,1,Training,T,125,100,921,3156,8,532,5
PLT2,PL,T2,2,Training,T,125,100,748,2587,8,403,5
PLT3,PL,T3,3,Training,T,125,100,1381,4739,12,787,5
PLT4,PL,T4,4,Training,T,125,100,696,2366,15,398,5
PLT5,PL,T5,5,Training,T,125,100,684,2356,3,387,5
PLT6,PL,T6,6,Training,T,125,100,762,2608,14,427,5
PLT7,PL,T7,7,Validation,T,125,100,829,2848,8,461,5
PLT8,PL,T8,8,Validation,T,125,100,902,3133,14,461,5
PLT9,PL,T9,9,Validation,T,125,100,684,2361,13,360,5
PLT10,PL,T10,10,Cross-validation,T,125,100,361,1216,9,212,5
PLT1,PL,T1,1,Training,T,125,125,715,2431,9,420,5
PLT2,PL,T2,2,Training,T,125,125,699,2422,8,370,5
PLT3,PL,T3,3,Training,T,125,125,1255,4302,11,719,5
PLT4,PL,T4,4,Training,T,125,125,583,1980,12,337,5
PLT5,PL,T5,5,Training,T,125,125,621,2122,6,357,5
PLT6,PL,T6,6,Training,T,125,125,839,2873,14,476,5
PLT7,PL,T7,7,Validation,T,125,125,835,2858,8,476,5
PLT8,PL,T8,8,Validation,T,125,125,839,2898,11,450,5
PLT9,PL,T9,9,Validation,T,125,125,693,2394,14,364,5
PLT10,PL,T10,10,Cross-validation,T,125,125,334,1120,9,200,5
PLT1,PL,T1,1,Training,T,175,70,489,1651,8,294,5
PLT2,PL,T2,2,Training,T,175,70,531,1830,8,287,5
PLT3,PL,T3,3,Training,T,175,70,915,3130,6,531,5
PLT4,PL,T4,4,Training,T,175,70,347,1181,9,192,5
PLT5,PL,T5,5,Training,T,175,70,440,1511,3,252,5
PLT6,PL,T6,6,Training,T,175,70,431,1467,4,258,5
PLT7,PL,T7,7,Validation,T,175,70,513,1782,2,275,5
PLT8,PL,T8,8,Validation,T,175,70,595,2057,14,302,5
PLT9,PL,T9,9,Validation,T,175,70,435,1509,13,214,5
PLT10,PL,T10,10,Cross-validation,T,175,70,132,440,5,79,5
PLT1,PL,T1,1,Training,T,175,100,495,1681,8,287,5
PLT2,PL,T2,2,Training,T,175,100,542,1868,9,291,5
PLT3,PL,T3,3,Training,T,175,100,883,3024,7,503,5
PLT4,PL,T4,4,Training,T,175,100,395,1351,8,215,5
PLT5,PL,T5,5,Training,T,175,100,473,1608,3,287,5
PLT6,PL,T6,6,Training,T,175,100,433,1481,4,252,5
PLT7,PL,T7,7,Validation,T,175,100,511,1775,3,272,5
PLT8,PL,T8,8,Validation,T,175,100,592,2056,10,300,5
PLT9,PL,T9,9,Validation,T,175,100,435,1509,13,214,5
PLT10,PL,T10,10,Cross-validation,T,175,100,141,477,5,78,5
PLT1,PL,T1,1,Training,T,175,125,483,1637,9,283,5
PLT2,PL,T2,2,Training,T,175,125,509,1750,9,276,5
PLT3,PL,T3,3,Training,T,175,125,838,2849,7,500,5
PLT4,PL,T4,4,Training,T,175,125,333,1123,7,196,5
PLT5,PL,T5,5,Training,T,175,125,489,1671,6,279,5
PLT6,PL,T6,6,Training,T,175,125,416,1416,5,248,5
PLT7,PL,T7,7,Validation,T,175,125,538,1863,2,294,5
PLT8,PL,T8,8,Validation,T,175,125,544,1868,8,299,5
PLT9,PL,T9,9,Validation,T,175,125,471,1635,13,234,5
PLT10,PL,T10,10,Cross-validation,T,175,125,124,414,5,73,5
PMB1,PM,B1,1,Training,B,90,70,3162,11051,13,1648,5
PMB2,PM,B2,2,Training,B,90,70,982,3363,18,546,5
PMB3,PM,B3,3,Training,B,90,70,2681,9274,25,1450,5
PMB4,PM,B4,4,Training,B,90,70,1625,5555,31,903,5
PMB5,PM,B5,5,Training,B,90,70,489,1650,13,282,5
PMB6,PM,B6,6,Training,B,90,70,621,2140,16,321,5
PMB7,PM,B7,7,Validation,B,90,70,3662,12751,20,1943,5
PMB8,PM,B8,8,Validation,B,90,70,2576,8950,29,1355,5
PMB9,PM,B9,9,Validation,B,90,70,1012,3418,30,584,5
PMB10,PM,B10,10,Cross-validation,B,90,70,5373,18844,11,2747,5
PMB1,PM,B1,1,Training,B,90,100,3154,11027,13,1640,5
PMB2,PM,B2,2,Training,B,90,100,967,3316,16,537,5
PMB3,PM,B3,3,Training,B,90,100,2549,8847,20,1354,5
PMB4,PM,B4,4,Training,B,90,100,1611,5509,31,893,5
PMB5,PM,B5,5,Training,B,90,100,479,1620,16,266,5
PMB6,PM,B6,6,Training,B,90,100,594,2043,16,308,5
PMB7,PM,B7,7,Validation,B,90,100,3662,12751,20,1943,5
PMB8,PM,B8,8,Validation,B,90,100,2560,8889,29,1349,5
PMB9,PM,B9,9,Validation,B,90,100,1039,3512,30,599,5
PMB10,PM,B10,10,Cross-validation,B,90,100,5487,19196,11,2851,5
PMB1,PM,B1,1,Training,B,90,125,3144,10988,13,1639,5
PMB2,PM,B2,2,Training,B,90,125,1097,3786,25,584,5
PMB3,PM,B3,3,Training,B,90,125,2529,8779,20,1341,5
PMB4,PM,B4,4,Training,B,90,125,1602,5479,31,885,5
PMB5,PM,B5,5,Training,B,90,125,471,1603,12,261,5
PMB6,PM,B6,6,Training,B,90,125,534,1832,17,277,5
PMB7,PM,B7,7,Validation,B,90,125,3651,12712,20,1937,5
PMB8,PM,B8,8,Validation,B,90,125,2611,9063,30,1379,5
PMB9,PM,B9,9,Validation,B,90,125,992,3350,28,573,5
PMB10,PM,B10,10,Cross-validation,B,90,125,5355,18764,19,2736,5
PMB1,PM,B1,1,Training,B,125,70,2169,7565,17,1131,5
PMB2,PM,B2,2,Training,B,125,70,571,1948,15,313,5
PMB3,PM,B3,3,Training,B,125,70,1306,4506,25,691,5
PMB4,PM,B4,4,Training,B,125,70,906,3122,18,478,5
PMB5,PM,B5,5,Training,B,125,70,325,1108,8,177,5
PMB6,PM,B6,6,Training,B,125,70,428,1467,8,234,5
PMB7,PM,B7,7,Validation,B,125,70,2687,9311,29,1427,5
PMB8,PM,B8,8,Validation,B,125,70,1445,4964,25,794,5
PMB9,PM,B9,9,Validation,B,125,70,549,1865,13,311,5
PMB10,PM,B10,10,Cross-validation,B,125,70,4285,14909,18,2275,5
PMB1,PM,B1,1,Training,B,125,100,2159,7532,17,1123,5
PMB2,PM,B2,2,Training,B,125,100,557,1903,13,305,5
PMB3,PM,B3,3,Training,B,125,100,1302,4499,22,688,5
PMB4,PM,B4,4,Training,B,125,100,890,3066,18,470,5
PMB5,PM,B5,5,Training,B,125,100,321,1100,10,165,5
PMB6,PM,B6,6,Training,B,125,100,442,1508,10,244,5
PMB7,PM,B7,7,Validation,B,125,100,2689,9318,29,1428,5
PMB8,PM,B8,8,Validation,B,125,100,1457,5003,25,804,5
PMB9,PM,B9,9,Validation,B,125,100,546,1854,13,310,5
PMB10,PM,B10,10,Cross-validation,B,125,100,4190,14610,17,2194,5
PMB1,PM,B1,1,Training,B,125,125,2151,7500,17,1124,5
PMB2,PM,B2,2,Training,B,125,125,717,2407,25,418,5
PMB3,PM,B3,3,Training,B,125,125,1300,4502,21,684,5
PMB4,PM,B4,4,Training,B,125,125,883,3039,18,467,5
PMB5,PM,B5,5,Training,B,125,125,313,1081,7,160,5
PMB6,PM,B6,6,Training,B,125,125,358,1228,8,195,5
PMB7,PM,B7,7,Validation,B,125,125,2677,9272,29,1425,5
PMB8,PM,B8,8,Validation,B,125,125,1477,5049,27,831,5
PMB9,PM,B9,9,Validation,B,125,125,611,2052,15,368,5
PMB10,PM,B10,10,Cross-validation,B,125,125,4176,14560,17,2188,5
PMB1,PM,B1,1,Training,B,175,70,1104,3814,17,588,5
PMB2,PM,B2,2,Training,B,175,70,306,1035,7,180,5
PMB3,PM,B3,3,Training,B,175,70,531,1829,17,272,5
PMB4,PM,B4,4,Training,B,175,70,442,1524,7,237,5
PMB5,PM,B5,5,Training,B,175,70,218,743,6,118,5
PMB6,PM,B6,6,Training,B,175,70,263,903,5,142,5
PMB7,PM,B7,7,Validation,B,175,70,1469,5034,32,802,5
PMB8,PM,B8,8,Validation,B,175,70,878,3028,16,476,5
PMB9,PM,B9,9,Validation,B,175,70,366,1250,12,204,5
PMB10,PM,B10,10,Cross-validation,B,175,70,2370,8174,29,1274,5
PMB1,PM,B1,1,Training,B,175,100,1096,3790,17,580,5
PMB2,PM,B2,2,Training,B,175,100,300,1018,5,176,5
PMB3,PM,B3,3,Training,B,175,100,526,1822,13,267,5
PMB4,PM,B4,4,Training,B,175,100,424,1461,7,227,5
PMB5,PM,B5,5,Training,B,175,100,221,756,7,115,5
PMB6,PM,B6,6,Training,B,175,100,255,876,5,137,5
PMB7,PM,B7,7,Validation,B,175,100,1469,5034,32,802,5
PMB8,PM,B8,8,Validation,B,175,100,738,2530,17,399,5
PMB9,PM,B9,9,Validation,B,175,100,295,1003,9,161,5
PMB10,PM,B10,10,Cross-validation,B,175,100,2468,8495,30,1353,5
PMB1,PM,B1,1,Training,B,175,125,1089,3761,17,581,5
PMB2,PM,B2,2,Training,B,175,125,325,1098,5,199,5
PMB3,PM,B3,3,Training,B,175,125,515,1784,13,260,5
PMB4,PM,B4,4,Training,B,175,125,425,1466,7,226,5
PMB5,PM,B5,5,Training,B,175,125,218,753,6,110,5
PMB6,PM,B6,6,Training,B,175,125,230,791,5,125,5
PMB7,PM,B7,7,Validation,B,175,125,1487,5095,32,816,5
PMB8,PM,B8,8,Validation,B,175,125,715,2450,17,387,5
PMB9,PM,B9,9,Validation,B,175,125,299,1016,9,164,5
PMB10,PM,B10,10,Cross-validation,B,175,125,2356,8117,29,1274,5
PMM1,PM,M1,1,Training,M,90,70,1190,4084,23,653,5
PMM2,PM,M2,2,Training,M,90,70,1610,5521,27,907,5
PMM3,PM,M3,3,Training,M,90,70,408,1395,20,210,5
PMM4,PM,M4,4,Training,M,90,70,498,1678,13,291,5
PMM5,PM,M5,5,Training,M,90,70,724,2477,20,391,5
PMM6,PM,M6,6,Training,M,90,70,1525,5252,26,824,5
PMM7,PM,M7,7,Validation,M,90,70,1164,3951,20,682,5
PMM8,PM,M8,8,Validation,M,90,70,3207,11122,31,1718,5
PMM9,PM,M9,9,Validation,M,90,70,1011,3416,36,566,5
PMM10,PM,M10,10,Cross-validation,M,90,70,1422,4864,35,780,5
PMM1,PM,M1,1,Training,M,90,100,1189,4080,23,653,5
PMM2,PM,M2,2,Training,M,90,100,1662,5707,26,931,5
PMM3,PM,M3,3,Training,M,90,100,364,1250,19,175,5
PMM4,PM,M4,4,Training,M,90,100,500,1687,13,290,5
PMM5,PM,M5,5,Training,M,90,100,719,2461,20,387,5
PMM6,PM,M6,6,Training,M,90,100,1510,5199,26,816,5
PMM7,PM,M7,7,Validation,M,90,100,1180,4008,20,689,5
PMM8,PM,M8,8,Validation,M,90,100,3199,11092,31,1715,5
PMM9,PM,M9,9,Validation,M,90,100,945,3208,22,539,5
PMM10,PM,M10,10,Cross-validation,M,90,100,1406,4797,35,783,5
PMM1,PM,M1,1,Training,M,90,125,1192,4098,24,647,5
PMM2,PM,M2,2,Training,M,90,125,1487,5111,26,823,5
PMM3,PM,M3,3,Training,M,90,125,349,1195,18,171,5
PMM4,PM,M4,4,Training,M,90,125,505,1704,13,293,5
PMM5,PM,M5,5,Training,M,90,125,713,2440,20,385,5
PMM6,PM,M6,6,Training,M,90,125,1500,5167,26,809,5
PMM7,PM,M7,7,Validation,M,90,125,1143,3888,22,657,5
PMM8,PM,M8,8,Validation,M,90,125,3339,11562,31,1809,5
PMM9,PM,M9,9,Validation,M,90,125,931,3151,23,537,5
PMM10,PM,M10,10,Cross-validation,M,90,125,1232,4183,34,703,5
PMM1,PM,M1,1,Training,M,125,70,640,2200,16,336,5
PMM2,PM,M2,2,Training,M,125,70,808,2761,13,455,5
PMM3,PM,M3,3,Training,M,125,70,243,830,14,119,5
PMM4,PM,M4,4,Training,M,125,70,279,940,12,154,5
PMM5,PM,M5,5,Training,M,125,70,429,1472,12,228,5
PMM6,PM,M6,6,Training,M,125,70,805,2767,14,437,5
PMM7,PM,M7,7,Validation,M,125,70,670,2284,8,390,5
PMM8,PM,M8,8,Validation,M,125,70,1815,6290,14,984,5
PMM9,PM,M9,9,Validation,M,125,70,653,2210,12,386,5
PMM10,PM,M10,10,Cross-validation,M,125,70,705,2385,19,409,5
PMM1,PM,M1,1,Training,M,125,100,639,2196,16,336,5
PMM2,PM,M2,2,Training,M,125,100,801,2743,13,446,5
PMM3,PM,M3,3,Training,M,125,100,225,777,14,101,5
PMM4,PM,M4,4,Training,M,125,100,269,902,12,151,5
PMM5,PM,M5,5,Training,M,125,100,423,1453,12,223,5
PMM6,PM,M6,6,Training,M,125,100,792,2723,14,428,5
PMM7,PM,M7,7,Validation,M,125,100,647,2214,8,365,5
PMM8,PM,M8,8,Validation,M,125,100,1805,6255,14,979,5
PMM9,PM,M9,9,Validation,M,125,100,597,2018,12,352,5
PMM10,PM,M10,10,Cross-validation,M,125,100,694,2341,20,407,5
PMM1,PM,M1,1,Training,M,125,125,644,2217,17,334,5
PMM2,PM,M2,2,Training,M,125,125,766,2622,13,428,5
PMM3,PM,M3,3,Training,M,125,125,207,711,13,96,5
PMM4,PM,M4,4,Training,M,125,125,274,918,12,155,5
PMM5,PM,M5,5,Training,M,125,125,427,1468,12,225,5
PMM6,PM,M6,6,Training,M,125,125,783,2696,15,419,5
PMM7,PM,M7,7,Validation,M,125,125,612,2099,10,338,5
PMM8,PM,M8,8,Validation,M,125,125,1834,6343,20,994,5
PMM9,PM,M9,9,Validation,M,125,125,581,1956,13,348,5
PMM10,PM,M10,10,Cross-validation,M,125,125,595,1994,21,354,5
PMM1,PM,M1,1,Training,M,175,70,362,1238,10,196,5
PMM2,PM,M2,2,Training,M,175,70,427,1438,6,261,5
PMM3,PM,M3,3,Training,M,175,70,148,496,9,80,5
PMM4,PM,M4,4,Training,M,175,70,213,717,11,121,5
PMM5,PM,M5,5,Training,M,175,70,225,780,6,111,5
PMM6,PM,M6,6,Training,M,175,70,431,1480,8,235,5
PMM7,PM,M7,7,Validation,M,175,70,355,1200,4,215,5
PMM8,PM,M8,8,Validation,M,175,70,720,2486,9,385,5
PMM9,PM,M9,9,Validation,M,175,70,355,1205,5,206,5
PMM10,PM,M10,10,Cross-validation,M,175,70,345,1164,11,198,5
PMM1,PM,M1,1,Training,M,175,100,361,1234,10,196,5
PMM2,PM,M2,2,Training,M,175,100,422,1423,6,257,5
PMM3,PM,M3,3,Training,M,175,100,139,470,9,71,5
PMM4,PM,M4,4,Training,M,175,100,171,580,6,93,5
PMM5,PM,M5,5,Training,M,175,100,219,761,6,106,5
PMM6,PM,M6,6,Training,M,175,100,472,1602,8,276,5
PMM7,PM,M7,7,Validation,M,175,100,374,1265,4,226,5
PMM8,PM,M8,8,Validation,M,175,100,737,2544,10,397,5
PMM9,PM,M9,9,Validation,M,175,100,326,1106,5,190,5
PMM10,PM,M10,10,Cross-validation,M,175,100,373,1271,11,212,5
PMM1,PM,M1,1,Training,M,175,125,368,1262,11,195,5
PMM2,PM,M2,2,Training,M,175,125,399,1344,7,243,5
PMM3,PM,M3,3,Training,M,175,125,120,401,8,65,5
PMM4,PM,M4,4,Training,M,175,125,174,592,6,93,5
PMM5,PM,M5,5,Training,M,175,125,224,779,6,109,5
PMM6,PM,M6,6,Training,M,175,125,414,1425,8,221,5
PMM7,PM,M7,7,Validation,M,175,125,347,1183,4,201,5
PMM8,PM,M8,8,Validation,M,175,125,711,2457,8,379,5
PMM9,PM,M9,9,Validation,M,175,125,310,1047,6,183,5
PMM10,PM,M10,10,Cross-validation,M,175,125,396,1307,18,249,5
PMT1,PM,T1,1,Training,T,90,70,576,1965,13,325,5
PMT2,PM,T2,2,Training,T,90,70,1331,4531,31,748,5
PMT3,PM,T3,3,Training,T,90,70,653,2245,12,355,5
PMT4,PM,T4,4,Training,T,90,70,186,617,5,117,4
PMT5,PM,T5,5,Training,T,90,70,984,3359,17,555,5
PMT6,PM,T6,6,Training,T,90,70,871,2984,21,475,5
PMT7,PM,T7,7,Validation,T,90,70,446,1545,5,235,5
PMT8,PM,T8,8,Validation,T,90,70,799,2713,15,460,5
PMT9,PM,T9,9,Validation,T,90,70,458,1554,16,251,5
PMT10,PM,T10,10,Cross-validation,T,90,70,449,1527,15,242,5
PMT1,PM,T1,1,Training,T,90,100,571,1945,13,324,5
PMT2,PM,T2,2,Training,T,90,100,1323,4504,31,742,5
PMT3,PM,T3,3,Training,T,90,100,626,2144,11,349,5
PMT4,PM,T4,4,Training,T,90,100,177,594,6,103,5
PMT5,PM,T5,5,Training,T,90,100,946,3227,18,531,5
PMT6,PM,T6,6,Training,T,90,100,873,2986,18,486,5
PMT7,PM,T7,7,Validation,T,90,100,452,1567,6,234,5
PMT8,PM,T8,8,Validation,T,90,100,783,2657,15,452,5
